@relation segment

@attribute original numeric
@attribute Sobel_filter_0.0 numeric
@attribute Hessian_0.0 numeric
@attribute Hessian_Trace_0.0 numeric
@attribute Hessian_Determinant_0.0 numeric
@attribute Hessian_Eigenvalue_1_0.0 numeric
@attribute Hessian_Eigenvalue_2_0.0 numeric
@attribute Hessian_Orientation_0.0 numeric
@attribute Hessian_Square_Eigenvalue_Difference_0.0 numeric
@attribute Hessian_Normalized_Eigenvalue_Difference_0.0 numeric
@attribute Gaussian_blur_1.0 numeric
@attribute Sobel_filter_1.0 numeric
@attribute Hessian_1.0 numeric
@attribute Hessian_Trace_1.0 numeric
@attribute Hessian_Determinant_1.0 numeric
@attribute Hessian_Eigenvalue_1_1.0 numeric
@attribute Hessian_Eigenvalue_2_1.0 numeric
@attribute Hessian_Orientation_1.0 numeric
@attribute Hessian_Square_Eigenvalue_Difference_1.0 numeric
@attribute Hessian_Normalized_Eigenvalue_Difference_1.0 numeric
@attribute Gaussian_blur_2.0 numeric
@attribute Sobel_filter_2.0 numeric
@attribute Hessian_2.0 numeric
@attribute Hessian_Trace_2.0 numeric
@attribute Hessian_Determinant_2.0 numeric
@attribute Hessian_Eigenvalue_1_2.0 numeric
@attribute Hessian_Eigenvalue_2_2.0 numeric
@attribute Hessian_Orientation_2.0 numeric
@attribute Hessian_Square_Eigenvalue_Difference_2.0 numeric
@attribute Hessian_Normalized_Eigenvalue_Difference_2.0 numeric
@attribute Difference_of_gaussians_2.0_1.0 numeric
@attribute Gaussian_blur_4.0 numeric
@attribute Sobel_filter_4.0 numeric
@attribute Hessian_4.0 numeric
@attribute Hessian_Trace_4.0 numeric
@attribute Hessian_Determinant_4.0 numeric
@attribute Hessian_Eigenvalue_1_4.0 numeric
@attribute Hessian_Eigenvalue_2_4.0 numeric
@attribute Hessian_Orientation_4.0 numeric
@attribute Hessian_Square_Eigenvalue_Difference_4.0 numeric
@attribute Hessian_Normalized_Eigenvalue_Difference_4.0 numeric
@attribute Difference_of_gaussians_4.0_1.0 numeric
@attribute Difference_of_gaussians_4.0_2.0 numeric
@attribute Gaussian_blur_8.0 numeric
@attribute Sobel_filter_8.0 numeric
@attribute Hessian_8.0 numeric
@attribute Hessian_Trace_8.0 numeric
@attribute Hessian_Determinant_8.0 numeric
@attribute Hessian_Eigenvalue_1_8.0 numeric
@attribute Hessian_Eigenvalue_2_8.0 numeric
@attribute Hessian_Orientation_8.0 numeric
@attribute Hessian_Square_Eigenvalue_Difference_8.0 numeric
@attribute Hessian_Normalized_Eigenvalue_Difference_8.0 numeric
@attribute Difference_of_gaussians_8.0_1.0 numeric
@attribute Difference_of_gaussians_8.0_2.0 numeric
@attribute Difference_of_gaussians_8.0_4.0 numeric
@attribute Gaussian_blur_16.0 numeric
@attribute Sobel_filter_16.0 numeric
@attribute Hessian_16.0 numeric
@attribute Hessian_Trace_16.0 numeric
@attribute Hessian_Determinant_16.0 numeric
@attribute Hessian_Eigenvalue_1_16.0 numeric
@attribute Hessian_Eigenvalue_2_16.0 numeric
@attribute Hessian_Orientation_16.0 numeric
@attribute Hessian_Square_Eigenvalue_Difference_16.0 numeric
@attribute Hessian_Normalized_Eigenvalue_Difference_16.0 numeric
@attribute Difference_of_gaussians_16.0_1.0 numeric
@attribute Difference_of_gaussians_16.0_2.0 numeric
@attribute Difference_of_gaussians_16.0_4.0 numeric
@attribute Difference_of_gaussians_16.0_8.0 numeric
@attribute Membrane_projections_0_19_1 numeric
@attribute Membrane_projections_1_19_1 numeric
@attribute Membrane_projections_2_19_1 numeric
@attribute Membrane_projections_3_19_1 numeric
@attribute Membrane_projections_4_19_1 numeric
@attribute Membrane_projections_5_19_1 numeric
@attribute class {'class 1','class 2'}

@data
123.375,139.238917,533.96282,-266.9375,-60138.625,323.817547,-590.755047,1.429496,75915646848,434012.625,123.343377,133.348077,508.621925,-272.361264,-51797.327087,296.998149,-569.359406,1.40516,63417677952,389258.979492,123.334079,105.438302,371.488037,-272.418785,-20939.670166,177.704537,-450.123324,1.253891,21026937452,202080.149902,0.009299,119.978603,86.746209,174.307667,-156.666673,-5766.670349,80.048217,-236.714892,1.100082,1323298427,50336.440308,3.364774,3.355476,112.609319,81.174189,92.707556,-107.972227,805.435947,11.044979,-119.017205,0.492875,102699175.5,8565.991058,10.734058,10.724759,7.369284,92.899408,36.418684,41.732799,-56.728755,721.899517,-15.272037,-41.456719,0.392807,1090104.419922,347.244392,30.443969,30.43467,27.079195,19.709911,111.02718,120.656114,97.489584,1110.271818,8.205468,113.320883,'class 1'
118.625,124.374054,524.335453,-68.125,-68354.25,428.180672,-496.305672,1.409256,68313833216,439293.75,118.952159,119.811976,496.540627,-85.743608,-61839.877563,396.458608,-482.202209,1.388102,54549187840,396765.447266,120.742473,98.194776,351.81955,-153.608685,-32480.29541,244.802876,-398.411562,1.258799,14547395544,211161.352539,-1.790313,119.197427,83.539848,166.274154,-127.042938,-8109.479858,97.761665,-224.804605,1.117574,975580694,52211.341064,-0.245268,1.545045,112.335682,80.091607,94.345649,-108.735565,565.407219,14.695759,-123.431323,0.522319,117741958,9682.66925,6.616477,8.40679,6.861745,92.772432,36.308921,41.328515,-56.038881,694.685261,-14.355332,-41.68355,0.424949,1159390.207031,378.368507,26.179727,27.97004,26.424995,19.56325,110.440472,120.763798,96.340645,1104.404736,8.604881,112.977202,'class 1'
111.5,102.076759,509.894403,230.09375,-80677.6875,584.725359,-354.631609,1.378895,56911112768,447215.4375,112.365332,99.507824,478.418678,194.182875,-76903.703278,545.649295,-351.466415,1.362514,41246452672,408025.148926,116.855063,87.329486,322.316818,24.606466,-49791.233276,345.450384,-320.843918,1.266162,4828082682,224783.156494,-4.489731,118.025663,78.730306,154.223883,-82.607337,-11623.694122,124.331837,-206.939173,1.143813,454004094.5,55023.6922,-5.660331,-1.1706,111.925227,78.467735,96.802788,-109.880572,205.364126,20.171928,-130.052499,0.566484,140306131.75,11357.686539,0.440106,4.929837,6.100437,92.581968,36.144276,40.722089,-55.004071,653.863876,-12.980275,-42.023797,0.473163,1263318.887695,425.05468,19.783364,24.273095,25.443695,19.343259,109.560409,120.925325,94.617236,1095.604112,9.203999,112.461682,'class 1'
108.9375,80.385613,425.512143,290.875,-68443,563.516295,-272.641295,1.215842,37441305552,362286,109.934505,78.642792,404.858752,265.84304,-65169.284363,534.242426,-268.399389,1.220833,27142774200,333241.132324,114.609467,71.512975,303.997809,131.344533,-45028.416718,381.620274,-250.27574,1.238726,3787949087,202519.254395,-4.674962,116.969252,71.999516,147.00833,-61.922192,-12684.758057,134.720242,-196.642434,1.140558,248483840.375,55003.123779,-7.034747,-2.359785,110.932535,76.152445,100.534088,-111.657778,-341.814566,27.199998,-138.857773,0.608128,177729699,13924.207031,-0.99803,3.676932,6.036717,92.130293,35.965574,39.510592,-52.973579,581.643499,-10.787316,-42.186263,0.527628,1364699.277344,497.578943,17.804211,22.479173,24.838958,18.802242,108.211168,120.421875,92.3565,1082.111682,10.120111,111.721651,'class 1'
108.71875,63.750447,332.682138,245.8125,-49376.75,477.893898,-232.081398,1.037421,19160921752,260121,109.660082,62.196314,326.086262,240.586267,-45620.974518,462.915812,-222.329556,1.065488,15861768548,241614.340088,113.501374,57.285769,294.098916,186.566386,-32739.766006,384.67778,-198.111394,1.203855,6354192672.5,171247.33374,-3.841291,116.192457,66.017305,143.2764,-55.070035,-12556.0271,136.507203,-191.577239,1.126556,211545554.8125,53885.435181,-6.532374,-2.691083,109.934016,74.082779,103.931717,-113.285903,-840.172948,33.269791,-146.555691,0.639537,212615571,16267.085327,-0.273933,3.567358,6.258441,91.677408,35.821117,38.333012,-51.007098,513.261375,-8.763609,-42.243489,0.572421,1442559.689453,564.03485,17.982674,21.823966,24.515049,18.256607,106.979299,119.771701,90.389189,1069.792979,10.955917,111.058762,'class 1'
108.859375,48.731001,319.024526,257.296875,-38173.34375,464.497066,-207.200186,1.003439,18354776944,227183.53125,109.724638,48.341399,313.093195,253.058155,-34934.679947,450.075256,-197.017116,1.034141,15699937233.6875,210325.418213,113.21751,48.796014,279.919556,193.482738,-26836.658096,371.118507,-177.635767,1.181397,6638604651.5,151099.152832,-3.492872,115.839527,61.031095,148.032698,-76.325964,-11014.89241,124.725517,-201.051481,1.086433,476628267.5625,53122.249573,-6.114888,-2.622016,108.859193,72.357358,106.30427,-114.082242,-1267.921193,38.033638,-152.115878,0.663515,239240815.6875,18144.359268,0.865445,4.358317,6.980333,91.200828,35.698576,37.173361,-49.046265,449.651209,-6.910425,-42.13584,0.607411,1475160.472656,623.774743,18.52381,22.016682,24.638699,17.658365,105.941519,119.068986,88.669616,1059.415174,11.539198,110.405527,'class 1'
109.015625,43.470942,336.442309,277.828125,-36151.90625,480.029387,-202.201253,1.031761,23040313872,234415.21875,109.846082,43.803783,326.937575,268.588967,-33395.714951,461.893918,-193.304965,1.057627,18815194162.8125,215645.220459,113.344866,47.201094,273.294904,182.315966,-26412.295883,361.205418,-178.889448,1.176388,6095000184.5,146601.866699,-3.498784,115.826181,59.416157,152.269829,-92.454343,-10024.249557,116.360499,-208.814841,1.063686,663903871.9375,52932.798767,-5.980099,-2.481315,108.427936,71.798409,106.915221,-114.147956,-1410.698581,39.47531,-153.623264,0.670526,247023586.8125,18726.48143,1.418146,4.91693,7.398245,91.012503,35.658156,36.736712,-48.300895,426.782182,-6.253171,-42.047724,0.617939,1474648.496094,644.613936,18.833579,22.332362,24.813678,17.415433,105.601628,118.786274,88.085322,1056.016268,11.68925,110.159434,'class 1'
109.25,35.580854,362.568985,308.625,-33119.75,503.327868,-194.702854,1.074246,30068619264,245262.75,110.028247,36.99736,347.704146,291.885185,-31087.267456,479.62191,-187.736739,1.092856,23488079556.5,223624.923828,113.535899,44.808713,263.357927,165.565809,-25775.752563,346.335785,-180.769969,1.168875,5279593484,139855.9375,-3.507652,115.806163,56.993751,158.625525,-116.646912,-8538.285278,103.812972,-220.459882,1.029565,944817278.5,52648.622559,-5.777915,-2.270264,107.781051,70.959987,107.831648,-114.246528,-1624.864662,41.637817,-155.884342,0.681042,258697743.5,19599.664673,2.247197,5.754848,8.025112,90.730017,35.597525,36.081738,-47.182839,392.478641,-5.267289,-41.91555,0.633732,1473880.53125,675.872726,19.298231,22.805882,25.076146,17.051034,105.091791,118.362206,87.208882,1050.917908,11.914328,109.790294,'class 1'
109.484375,27.690765,388.695661,339.421875,-30087.59375,526.626348,-187.204455,1.11673,37096924656,256110.28125,110.210413,30.190936,368.470717,315.181404,-28778.819962,497.349903,-182.168513,1.128085,28160964950.1875,231604.627197,113.726933,42.416332,253.42095,148.815652,-25139.209244,331.466152,-182.65049,1.161362,4464186783.5,133110.008301,-3.51652,115.786145,54.571345,164.981222,-140.83948,-7052.320999,91.265446,-232.104922,0.995443,1225730685.0625,52364.44635,-5.575732,-2.059212,107.134165,70.121565,108.748075,-114.345099,-1839.030744,43.800324,-158.145421,0.691559,270371900.1875,20472.847916,3.076248,6.592767,8.651979,90.44753,35.536895,35.426764,-46.064784,358.175099,-4.281408,-41.783377,0.649525,1473112.566406,707.131516,19.762883,23.279402,25.338615,16.686635,104.581954,117.938138,86.332442,1045.819548,12.139405,109.421154,'class 1'
109.71875,19.800677,414.822336,370.21875,-27055.4375,549.924829,-179.706056,1.159214,44125230048,266957.8125,110.392578,23.384512,389.237288,338.477622,-26470.372467,515.077895,-176.600287,1.163314,32833850343.875,239584.330566,113.917966,40.023951,243.483973,132.065495,-24502.665924,316.596519,-184.531012,1.153848,3648780083,126364.079102,-3.525388,115.766126,52.148939,171.336918,-165.032048,-5566.35672,78.717919,-243.749963,0.961322,1506644091.625,52080.270142,-5.373548,-1.848161,106.48728,69.283143,109.664502,-114.44367,-2053.196825,45.962831,-160.406499,0.702076,282046056.875,21346.031158,3.905299,7.430686,9.278847,90.165043,35.476264,34.771791,-44.946729,323.871558,-3.295526,-41.651203,0.665318,1472344.601563,738.390306,20.227535,23.752923,25.601083,16.322236,104.072117,117.51407,85.456002,1040.721188,12.364483,109.052015,'class 1'
111.015625,26.201813,410.882268,324.40625,-26613.625,524.612357,-200.206085,1.108098,45298967136,264785.3125,111.594015,28.835902,386.160389,286.448275,-25819.048805,487.159098,-200.710835,1.102507,33978580407.875,237817.607422,114.863585,39.600208,252.495012,54.422321,-20290.444946,277.315284,-222.892951,1.048888,5955085304,125901.705078,-3.26957,115.708013,49.301353,191.884006,-206.434615,-1791.090149,61.893118,-268.327728,0.91485,2854671926,55010.152649,-4.113997,-0.844427,105.486172,68.262955,110.083918,-113.559422,-2327.240311,48.607127,-162.166548,0.716508,288595231.5,22239.9646,6.107844,9.377414,10.221841,89.738612,35.381258,33.8444,-43.316193,277.721807,-1.941132,-41.375061,0.684728,1446356.341797,780.070652,21.855404,25.124974,25.969401,15.74756,103.348467,117.137379,84.474094,1033.484693,12.688044,108.349918,'class 1'
112.726563,43.693607,378.845489,224.890625,-28983.0625,463.345167,-238.454529,0.988939,40031267376,250679.03125,113.214005,43.81941,360.778468,185.108036,-27150.510807,427.55291,-242.444884,0.976067,31022790110.1875,227187.819336,116.090981,41.356974,275.948548,-45.292282,-14608.656799,233.263065,-278.555339,0.898961,10229949836,131954.073242,-2.876976,115.64086,47.45238,216.348942,-244.345896,2385.845428,49.203443,-293.549336,0.879264,4595800271,59689.152618,-2.426855,0.450121,104.631395,67.571095,109.796615,-112.134479,-2524.139458,50.411063,-162.545542,0.72764,286744836.75,22707.681519,8.58261,11.459586,11.009465,89.381451,35.29938,33.108287,-41.988445,242.80072,-0.895423,-41.093021,0.69805,1408141.916992,811.33238,23.832554,26.70953,26.259409,15.249944,102.77283,116.996412,83.877671,1027.72831,12.948308,107.665913,'class 1'
113.867188,55.354802,357.487637,158.546875,-30562.6875,422.500375,-263.953491,0.9095,36519467536,241274.84375,114.293999,53.808416,343.857188,117.547876,-28038.152142,387.815451,-270.267583,0.891773,29052263245.0625,220101.293945,116.909245,42.528152,291.584239,-111.768684,-10820.798035,203.894919,-315.663597,0.79901,13079859524,135988.985352,-2.615246,115.596092,46.219731,232.658899,-269.620084,5170.469147,40.743659,-310.363741,0.85554,5756552501,62808.485931,-1.302094,1.313152,104.061544,67.109855,109.605079,-111.184518,-2655.405556,51.613688,-162.798205,0.735061,285511240.25,23019.492798,10.232454,12.8477,11.534548,89.143344,35.244794,32.617545,-41.103279,219.519996,-0.198283,-40.904995,0.706931,1382665.633789,832.173532,25.150655,27.765901,26.452748,14.918201,102.389072,116.902433,83.480057,1023.890722,13.121817,107.20991,'class 1'
114.21875,60.196666,337.032625,155.1875,-30510.25,411.966582,-256.779076,0.927193,31560935936,228795.375,114.649353,57.794382,325.543378,112.115447,-28320.090408,377.650207,-265.534768,0.905922,24938196866.25,210052.96875,117.404391,41.776202,290.550758,-125.58404,-11362.281006,198.732046,-324.316082,0.802533,13555552912,137768.189453,-2.755038,115.951727,44.186396,238.097899,-277.154384,5274.640015,42.115066,-319.269448,0.821324,6459081940,66355.204224,-1.302374,1.452664,104.232887,66.83935,110.175344,-111.51917,-2732.574539,52.336702,-163.855873,0.739383,291061045,23394.10498,10.416466,13.171504,11.71884,89.280665,35.152894,32.626657,-41.203204,221.730379,-0.290385,-40.912818,0.715843,1386658.683594,828.036907,25.368687,28.123726,26.671062,14.952222,102.556673,117.164563,83.495887,1025.566729,13.264966,107.296876,'class 1'
113.90625,59.822441,339.730361,197.1875,-31186,432.364364,-235.176857,0.972028,27466065472,234830.625,114.424847,57.13918,327.201905,151.612909,-30288.2453,397.796337,-246.183434,0.948275,20982637302,217886.210693,117.619065,39.998121,287.696712,-98.631708,-17671.538879,219.854636,-318.48634,0.837238,13181472960,151937.739258,-3.194218,116.583426,43.145865,235.977074,-266.118795,2009.474121,56.011554,-322.130348,0.784121,6608974166,73359.48645,-2.158579,1.035639,105.093852,66.8936,111.030125,-112.480972,-2755.702461,52.578915,-165.059887,0.739149,299307284,23698.656677,9.330995,12.525213,11.489574,89.774574,34.981813,33.158006,-42.255368,251.06954,-1.187673,-41.067695,0.726268,1403863.410156,798.523917,24.650273,27.844491,26.808852,15.319278,103.274706,118.17763,84.167763,1032.747057,13.343545,107.686953,'class 1'
113.25,64.124006,427.047115,282.5,-41812,505.928608,-223.428604,0.883991,21220393984,331519,114.145803,59.612515,407.783779,229.661594,-45198.506348,470.894855,-241.233257,0.850669,15195340976,318254.341797,118.51968,36.914325,329.677666,-45.925304,-44788.45752,301.064367,-346.989662,0.705682,17207743488,252792.351563,-4.373877,118.359186,45.78123,240.143154,-224.589233,-11829.700195,114.077882,-338.667118,0.680175,6803146480,108480.100586,-4.213383,0.160494,107.926729,67.552544,112.351362,-113.546146,-2836.846375,53.422492,-166.968636,0.733239,313864736,24299.572754,6.219074,10.592951,10.432457,91.437309,34.236495,35.096062,-45.82296,359.488453,-4.383982,-41.438978,0.767955,1407178.15625,693.833397,22.708494,27.082371,26.921877,16.48942,105.784575,123.105261,87.368422,1057.845749,13.498832,108.212721,'class 1'
113.0625,65.353025,451.99476,306.875,-44848,526.946963,-220.07196,0.858838,19435916416,359144.25,114.066077,60.319182,430.807172,251.961219,-49458.580933,491.780147,-239.818921,0.822782,13541827740,346930.950684,118.776999,36.03324,341.672224,-30.866332,-52536.14856,324.267148,-355.133469,0.668094,18358106496,281607.955078,-4.710922,118.866546,46.534191,241.333463,-212.723644,-15783.75,130.668261,-343.39191,0.650476,6858624284,118514.561768,-4.800469,-0.089548,108.736123,67.740813,112.728858,-113.850482,-2860.03035,53.663514,-167.513992,0.73155,318024008,24471.263062,5.329954,10.040876,10.130424,91.912376,34.023547,35.649793,-46.842272,390.465285,-5.297213,-41.545059,0.779866,1408125.226563,663.92182,22.1537,26.864622,26.95417,16.823746,106.50168,124.513155,88.282896,1065.016804,13.543199,108.36294,'class 1'
112.6875,67.811062,501.890048,355.625,-50920,568.983674,-213.358673,0.808531,15866961280,414394.75,113.906623,61.732517,476.853957,296.560468,-57978.730103,533.550729,-236.990249,0.767007,10234801268,404284.168457,119.291636,34.271071,365.661341,-0.748387,-68031.53064,370.672708,-371.421082,0.592919,20658832512,339239.162109,-5.385012,119.881266,48.040114,243.71408,-188.992466,-23691.849609,163.84902,-352.841493,0.591079,6969579892,138583.484131,-5.974643,-0.589631,110.354909,68.117352,113.483851,-114.459153,-2906.3983,54.145558,-168.604706,0.728173,326342552,24814.643677,3.551714,8.936726,9.526357,92.862511,33.597651,36.757253,-48.880896,452.41895,-7.123676,-41.757221,0.803687,1410019.367188,604.098665,21.044113,26.429125,27.018755,17.492399,107.935891,127.328945,90.111844,1079.358913,13.631934,108.663379,'class 1'
117.96875,80.226053,572.550901,169.125,-89989.375,533.790222,-364.665219,0.510106,176570772528,630911.5,118.896036,73.571603,543.273957,127.974301,-94424.012573,508.975874,-381.001549,0.529415,150023456774,605223.837158,122.812328,47.812799,425.047678,-69.367014,-98324.190125,408.119653,-477.486652,0.490743,62102033700,478882.901367,-3.916292,122.335471,59.244843,270.679211,-165.114693,-39322.791931,220.094777,-385.209474,0.52133,6939660902,189583.691895,-3.439435,0.476857,113.659852,69.909686,112.946079,-114.646033,-2696.763649,52.438654,-167.084685,0.720936,321023526.5,24107.237976,5.236184,9.152476,8.675619,94.822228,32.376437,39.220099,-53.056525,590.613977,-11.07495,-41.981576,0.876942,1313601.414063,485.088186,24.073808,27.9901,27.513243,18.837624,110.990581,132.426807,94.796876,1109.90583,13.344301,109.669888,'class 1'
119.53125,83.422045,585.611818,108.875,-100284.625,517.729706,-408.854702,0.432028,222995997904,684880.5,120.344362,76.752294,555.672988,73.435504,-103619.786255,495.987261,-422.551731,0.469499,190435504986,654441.854248,123.744721,51.933602,438.588186,-93.2749,-104765.60968,412.189414,-505.464299,0.472289,73614273180,510548.083008,-3.400359,122.891713,62.231063,278.043446,-161.68264,-42659.046936,231.424884,-393.107528,0.509887,6915261818,201288.190918,-2.547351,0.853008,114.372866,70.36799,112.684574,-114.612474,-2630.244041,51.882103,-166.494577,0.719351,318315441.5,23856.067688,5.971496,9.371854,8.518847,95.246414,32.088361,39.76556,-53.95833,621.247747,-11.942962,-42.015368,0.894469,1285782.835938,459.631357,25.097948,28.498307,27.645299,19.126453,111.658463,133.481083,95.874179,1116.584648,13.249444,109.914542,'class 1'
122.65625,89.814029,611.733652,-11.625,-120875.125,485.608673,-497.233667,0.275872,315846448656,792818.5,123.241013,83.113676,580.471049,-35.642091,-122011.333618,470.010035,-505.652095,0.349667,271259601410,752877.888428,125.609506,60.175209,465.669203,-141.090671,-117648.448792,420.328937,-561.419592,0.435381,96638752140,573878.446289,-2.368493,124.004196,68.203502,292.771915,-154.818535,-49331.556946,254.0851,-408.903636,0.487002,6866463650,224697.188965,-0.763183,1.60531,115.798895,71.284598,112.161564,-114.545356,-2497.204826,50.769003,-165.314361,0.716181,312899271.5,23353.727112,7.442119,9.810611,8.205301,96.094785,31.512209,40.856483,-55.76194,682.515287,-13.678987,-42.082953,0.929523,1230145.679688,408.717699,27.146228,29.514721,27.909411,19.704109,112.994226,135.589636,98.028784,1129.942284,13.059729,110.403851,'class 1'
131.40625,105.350605,723.297541,-314.8125,-157516.75,468.878757,-783.691257,0.252948,1067102549840,1143758.875,131.325015,99.347336,688.345294,-310.769908,-156648.145386,459.36511,-770.134995,0.321773,843797318288,1067887.665527,130.485868,79.565225,540.898197,-273.408798,-139381.564453,428.054095,-701.462878,0.420507,184092475380,722359.939453,0.839147,126.659003,81.891833,315.12267,-164.684747,-56592.960327,273.451124,-438.135871,0.469722,8194093324,255720.695313,4.666012,3.826865,118.428946,73.372686,110.381331,-115.932923,-1826.073067,44.569103,-160.502028,0.71779,292560179,21125.918518,12.896069,12.056922,8.230057,97.634063,30.212163,42.89534,-58.951774,793.775219,-16.698772,-42.253003,1.024047,1114129.716797,331.145511,33.690952,32.851805,29.02494,20.794883,115.606385,137.273848,102.457237,1156.063873,12.100669,112.373767,'class 1'
133.449219,118.848498,659.112159,-275.460938,-131319.0625,444.224796,-719.685741,0.279994,1015249185894,984913.140625,133.568502,112.849235,631.230719,-275.460355,-132911.908463,436.592907,-712.053251,0.339781,791647823678,924948.10675,133.393886,90.382909,515.073094,-259.208754,-127221.256714,412.181459,-671.390203,0.424526,159786658933.5,655935.243896,0.174616,129.775796,86.538347,316.175079,-167.483499,-55965.779587,271.094016,-438.577515,0.464197,8208660666.5,253909.577637,3.792706,3.61809,121.177413,74.019713,113.943684,-124.957377,-962.834468,36.931367,-161.888744,0.707307,318067735.625,19870.8283,12.391089,12.216472,8.598382,98.80398,29.260252,45.072108,-62.274957,906.413632,-19.351982,-42.922975,1.069616,1058337.606689,282.474418,34.764522,34.589906,30.971816,22.373434,118.077576,138.742908,105.813116,1180.775766,11.568738,114.69677,'class 1'
137.65625,136.336477,684.038973,-419.8125,-157596,456.38792,-876.200439,0.39341,1161492110800,1089985.875,137.881173,129.045594,663.649482,-408.997996,-157394.66394,450.263399,-859.261393,0.410908,898647495952,1027425.216309,137.309916,101.489486,554.808689,-336.502077,-139400.319336,415.164666,-751.666736,0.433169,174617467156,720915.580078,0.571258,132.46495,94.257605,330.179935,-186.516395,-58251.912231,272.587255,-459.10365,0.459912,9792294764,268593.027344,5.416224,4.844966,123.332988,75.085935,114.96495,-130.219856,-197.942726,30.07914,-160.298994,0.705832,317592671,18172.190979,14.548185,13.976927,9.131961,99.86552,28.246892,46.743076,-64.790721,995.440762,-21.516699,-43.274023,1.13615,980705.458984,239.356118,38.015654,37.444396,32.59943,23.467469,120.169756,139.885694,108.932565,1201.697556,10.926988,116.782394,'class 1'
139.351563,150.916754,626.971062,-397.15625,-163705.3125,456.97985,-854.136121,0.441396,637065657392,945422.5625,140.131536,141.666247,618.084017,-393.021619,-160634.692627,450.226425,-843.248048,0.43986,510994645312,906236.333496,141.339894,106.955018,551.494317,-350.841208,-134690.80188,405.597808,-756.439013,0.435118,138156460608,689118.908203,-1.208358,136.396988,97.558073,339.839742,-211.541089,-55429.778229,260.792035,-472.333125,0.457619,12666990232,268821.510132,3.734548,4.942906,126.176364,75.258276,120.695474,-142.861559,966.741888,19.656799,-162.518354,0.700589,340569125.8125,16736.600819,13.955171,15.163529,10.220623,100.978981,27.134208,48.909624,-68.01645,1106.736322,-23.830042,-44.186408,1.193598,955132.603516,207.600909,39.152555,40.360913,35.418007,25.197384,122.718595,141.723895,111.940845,1227.185931,10.442385,119.402905,'class 1'
142.125,149.666864,648.346369,-380.625,-152846.1875,461.480669,-842.105682,0.410721,635129176406.25,955810.25,142.729912,141.165294,635.364941,-378.605025,-149685.601593,451.40787,-830.012901,0.411386,521355238334.90625,910807.762451,143.580541,109.474606,552.017448,-348.64141,-124963.819248,394.458063,-743.099473,0.422321,158633511280,674456.734985,-0.850628,138.639792,99.395578,339.613989,-223.968684,-50896.611511,246.843281,-470.811965,0.455504,14693055635,258984.452026,4.09012,4.940749,127.768497,75.00903,124.639701,-151.120576,1832.414162,12.341391,-163.461963,0.699257,349474760.25,15692.25267,14.961416,15.812044,10.871295,101.547777,26.464479,50.111256,-69.769615,1169.787006,-24.969004,-44.800612,1.226682,954433.376953,197.031108,41.182135,42.032764,37.092015,26.22072,124.064656,142.203952,113.491798,1240.646547,10.002319,120.88045,'class 1'
142.9375,149.084769,636.785073,-241.25,-112376.6875,468.167992,-709.417995,0.32266,636774823855.25,857167.5,143.412887,141.83965,617.491019,-249.322573,-112975.303864,452.454915,-701.777491,0.328662,520029141178.53125,811435.823975,144.393065,113.780268,513.926235,-274.598098,-104363.657475,377.347759,-651.945857,0.380773,151702154768,589541.332642,-0.980178,140.516267,100.403052,324.465287,-213.824369,-45052.113586,231.843241,-445.667609,0.441783,13682329243,234071.563354,2.89662,3.876798,129.464113,74.088179,129.629633,-160.193173,2813.59861,5.327062,-165.520232,0.69074,369937932.25,14862.367722,13.948774,14.928952,11.052154,102.067212,25.847413,51.441456,-71.72589,1244.867733,-26.28544,-45.440451,1.239729,936292.076172,184.575458,41.345675,42.325853,38.449055,27.396901,125.269161,142.899675,114.869448,1252.691599,9.619888,122.21296,'class 1'
146.296875,149.312219,659.843298,-280.46875,-110882.640625,458.829994,-739.298741,0.334094,805466332690.6875,926266.6875,146.474489,142.91787,637.357843,-285.217214,-110905.804222,442.723941,-727.941159,0.33757,655531823302.4297,868415.165588,146.475171,117.86953,521.105635,-296.165782,-100204.956153,365.964954,-662.130736,0.382882,182547091420,598953.198334,-0.000682,142.195348,102.98957,325.892011,-228.402721,-41488.949692,219.416114,-447.818834,0.443773,15254974167.25,227454.979523,4.279141,4.279822,130.557396,73.911852,132.17121,-165.930356,3581.633062,-0.888079,-165.042275,0.69398,365704615.6875,13774.531528,15.917093,15.917774,11.637952,102.485443,25.252269,52.236323,-72.85545,1287.74928,-26.987179,-45.868272,1.276039,937636.47998,179.474359,43.989047,43.989728,39.709906,28.071954,126.211853,143.022618,116.045749,1262.118522,9.169195,123.281944,'class 1'
150.34375,160.384905,533.701106,-151.8125,-65805.90625,393.542488,-545.354978,0.367495,686199635715.875,692017.125,150.467658,154.883699,517.841881,-167.221636,-68720.782578,380.124444,-547.34608,0.359037,556115191041.9219,647560.31897,150.76122,130.258457,450.499285,-240.611307,-73590.898764,318.747109,-559.358415,0.374732,149739656408,462132.308044,-0.293562,147.225985,106.52047,314.771837,-244.586339,-31065.899261,185.024331,-429.610669,0.434312,14879992964.5,193478.329895,3.241673,3.535236,134.256374,72.049396,143.455579,-186.891029,6052.349636,-18.631994,-168.259035,0.686518,385575914.875,11437.600685,16.211285,16.504847,12.969611,103.70172,23.558636,54.987616,-76.844798,1442.597475,-29.540861,-47.303938,1.345225,923015.116211,158.969761,46.765938,47.0595,43.524265,30.554653,129.094282,144.959707,119.293482,1290.942821,8.331135,126.368094,'class 1'
